,name_json,source,layer,lat,lon,validtime_start,validtime_end,addendum_json_details,street
0,,atlas_verniquet_1791,street,48.86517834839166,2.3540433379151033,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}",Cloitre Saint Nicolas
1,,atlas_verniquet_1791,street,48.86594647190539,2.340399308835198,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}",Rue De La Feuillade
2,,atlas_verniquet_1791,street,48.87281380998788,2.3801415769940326,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}",Chemin De Belleville
3,,atlas_verniquet_1791,street,48.86289950084671,2.341379738206375,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}","Rue De Grenelle,Rue Des Deux Ecus"
4,,atlas_verniquet_1791,street,48.85887918200821,2.3461391082200183,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}",Rue Des Lavandières
5,,atlas_verniquet_1791,street,48.85786018453972,2.3308049966685305,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}",Rue Sainte Marie
6,,atlas_verniquet_1791,street,48.853437602322614,2.3446011171910603,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}",Rue De L'Arbre Macon
7,,atlas_verniquet_1791,street,48.87338707318515,2.3159542305555623,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}",Rue De Miromesnil
8,,atlas_verniquet_1791,street,48.87202276640031,2.3160617871528957,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}",Rue De Miromesnil
9,,atlas_verniquet_1791,street,48.857871152849846,2.3107438166644134,1784,1795,"{""title"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, 1784-An IV (1795)."", ""reference"": ""https://catalog.geohistoricaldata.org/geonetwork/srv/eng/catalog.search#/metadata/2d859c60-5e26-42f9-81a6-86130756625d"", ""description"": ""Atlas du plan général de la ville de Paris levé géometriquement par le Cen Verniquet, rapporté sur une Échelle d'une demie Ligne pour Toise, divisée en 72 Planches compris les Cartouches et Plans des opérations trigonométriques, dessiné et gravé par les cens Bartholomé et Mathieu, Se trouve à Paris: chez l'Auteur, Rue de l'Oratoire, No 146, maison d'Angivilliers, (an IV [1795]), gr. in-fol. plano de 71 pl. (46 x 68cm). Échelle : 1:1732e.""}","Rue De Grenelle,Avenue De L'École Militaire"
